ITEM;ELEMENTO_ID;AVANCE;;;MONTO;FECHA;;REL_MONTO;;TOTAL_INF;UNI_LINEA;CNT_LINEA;MONTO_LINEA;REL_LINEAS;REL_PORC_SUM;PORC_APL;dsc_item;dsc_elem
C.11.1;E04.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E04.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E04.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E04.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E04.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E04.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E04.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E05.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E05.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E05.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E05.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E05.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E05.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E05.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E05.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E05.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E05.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E05.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E05.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E05.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E05.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E05.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E05.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E06.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E06.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E06.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E06.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E06.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E06.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E06.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E06.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E06.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E06.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E06.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E06.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E06.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E06.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E06.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E06.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E07.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E07.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E07.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E07.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E07.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E07.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E07.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E07.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E07.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E07.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E07.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E07.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E07.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E07.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E07.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E07.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E08.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E08.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E08.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E08.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E08.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E08.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E08.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E08.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E08.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E08.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E08.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E08.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E08.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E08.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E08.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E08.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E09.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E09.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E09.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E09.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E09.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E09.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E09.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E09.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E09.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E09.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E09.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E09.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E09.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E09.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E09.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E09.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E10.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E10.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E10.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E10.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E10.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E10.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E10.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E10.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E10.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E10.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E10.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E10.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E10.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E10.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E10.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E10.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E11.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E11.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E11.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E11.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E11.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E11.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E11.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E11.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E11.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E11.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E11.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E11.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E11.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E11.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E11.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E11.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E12.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E12.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E12.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E12.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E12.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E12.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E12.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E12.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E12.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E12.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E12.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E12.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E12.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E12.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E12.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E12.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E13.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E13.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E13.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E13.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E13.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E13.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E13.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E13.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E13.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E13.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E13.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E13.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E13.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E13.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E13.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E13.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E14.P0.D01;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 01
C.11.1;E14.P0.D02;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 02
C.11.1;E14.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E14.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E14.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E14.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E14.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E14.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E14.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E14.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E14.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E14.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E14.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E14.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E14.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E14.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E14.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E14.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E15.P0.D01;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 01
C.11.1;E15.P0.D02;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 02
C.11.1;E15.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E15.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E15.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E15.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E15.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E15.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E15.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E15.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E15.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E15.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E15.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E15.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E15.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E15.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E15.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E15.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E16.P0.D01;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 01
C.11.1;E16.P0.D02;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 02
C.11.1;E16.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E16.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E16.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
C.11.1;E16.P1.D14;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 14
C.11.1;E16.P2.D21;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 21
C.11.1;E16.P2.D22;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 22
C.11.1;E16.P2.D23;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 23
C.11.1;E16.P2.D24;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 24
C.11.1;E16.P3.D31;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 31
C.11.1;E16.P3.D32;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 32
C.11.1;E16.P3.D33;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 33
C.11.1;E16.P4.D34;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 34
C.11.1;E16.P4.D41;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 41
C.11.1;E16.P4.D42;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 42
C.11.1;E16.P4.D43;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 43
C.11.1;E16.P4.D44;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 44
C.11.1;E17.P0.D01;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 01
C.11.1;E17.P0.D02;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 02
C.11.1;E17.P1.D11;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 11
C.11.1;E17.P1.D12;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 12
C.11.1;E17.P1.D13;;;;;21-ene;;0,216061;;71,3;330 deptos;NULL;0,2161;330;330;1;oleo;Depto 13
